a1,a2,c,co_cmt_cnt,co_issue_cnt,date,ic,nc,pc
jreback,nipunbatra,1,3,1,2014-02,0,0,0
jreback,nipunbatra,4,4,1,2014-03,0,0,0
jreback,nipunbatra,1,2,1,2017-07,0,0,0
jreback,nirizr,0,2,1,2015-11,0,0,0
jreback,nitchandan,1,2,1,2019-01,0,0,0
jreback,nixphix,2,3,1,2018-11,0,0,0
jreback,nixphix,2,5,2,2018-12,0,0,0
jreback,nixphix,4,5,1,2019-01,0,0,0
jreback,nizamov,0,2,1,2015-06,0,0,0
jreback,njsmith,1,3,1,2013-07,0,0,1
jreback,njsmith,1,2,1,2013-08,0,0,0
jreback,njsmith,80,33,2,2013-09,9,0,25
jreback,njsmith,2,9,1,2014-06,0,0,2
jreback,njsmith,2,16,2,2014-08,2,0,2
jreback,njsmith,1,7,1,2014-09,0,0,1
jreback,njsmith,15,10,1,2015-03,0,0,0
jreback,njsmith,0,2,1,2015-05,0,0,0
jreback,njsmith,14,17,1,2015-07,6,3,3
jreback,njsmith,2,7,1,2015-08,1,0,2
jreback,njsmith,4,6,1,2016-01,0,0,3
jreback,njsmith,0,3,1,2016-04,0,0,0
jreback,njsmith,9,15,2,2016-05,0,0,2
jreback,njsmith,9,12,2,2016-07,1,0,2
jreback,njsmith,0,2,1,2017-01,0,0,0
jreback,nkulki,6,7,1,2014-10,0,0,0
jreback,nleehone,4,6,1,2015-05,0,0,0
jreback,nmartensen,2,3,1,2017-07,0,0,0
jreback,nmartensen,1,2,1,2017-09,0,0,0
jreback,nmartensen,20,9,1,2017-12,0,0,0
jreback,nmichaud,3,4,1,2013-12,0,0,0
jreback,nmichaud,4,4,1,2016-11,0,0,0
jreback,nmontpetit,6,6,1,2016-05,0,0,0
jreback,nmusolino,0,4,1,2017-10,0,0,0
jreback,nmusolino,7,9,3,2018-03,0,0,0
jreback,nmusolino,1,2,1,2018-04,0,0,0
jreback,nmusolino,1,3,1,2018-12,0,0,0
jreback,nmusolino,16,11,2,2019-02,0,0,0
jreback,nmvasani,76,25,1,2014-08,2,0,12
jreback,nnaman,2,3,1,2014-05,0,0,0
jreback,noamher,1,5,2,2019-01,0,0,0
jreback,noamher,3,5,1,2019-02,0,0,1
jreback,noctune,21,13,1,2016-03,2,1,0
jreback,noemielteto,2,4,1,2018-03,0,0,0
jreback,nokutu,1,3,1,2018-12,0,0,0
jreback,nokutu,1,2,1,2019-01,0,0,0
jreback,nolimitech,0,2,1,2017-02,0,0,0
jreback,normanius,1,4,1,2018-05,0,0,0
jreback,nosniborj,3,5,1,2016-08,0,0,0
jreback,notbanker,4,5,1,2013-11,0,0,0
jreback,nparley,9,7,1,2016-04,0,0,0
jreback,nparley,33,19,2,2016-05,0,0,2
jreback,nparley,11,18,3,2016-06,0,0,7
jreback,nparley,1,2,1,2016-07,0,0,1
jreback,nparley,17,13,2,2016-09,0,0,1
jreback,nparley,1,2,1,2016-11,0,0,0
jreback,npezolano,1,2,1,2016-02,0,0,0
jreback,nprad,2,4,1,2018-05,0,0,0
jreback,nreeve17,0,2,1,2017-07,0,0,0
jreback,nreeve17,2,4,1,2017-08,0,1,0
jreback,nreeve17,1,2,1,2017-09,0,0,0
jreback,ns-cweber,1,3,1,2016-07,0,0,0
jreback,nskalis,0,2,1,2018-02,0,0,0
jreback,nspies,16,18,3,2014-04,0,0,6
jreback,nspies,1,8,1,2014-09,0,0,1
jreback,nsriram13,0,3,1,2014-11,0,0,0
jreback,numpand,14,11,1,2013-09,2,2,0
jreback,numpand,1,2,1,2014-07,0,0,1
jreback,numpand,0,2,1,2015-07,0,0,0
jreback,nvgoldin,0,3,1,2018-01,0,0,0
jreback,nvm1,0,2,1,2018-05,0,0,0
jreback,nygeog,2,3,1,2014-04,0,0,0
jreback,obilodeau,4,5,1,2018-02,0,0,0
jreback,ocefpaf,0,2,1,2017-12,1,0,0
jreback,ocefpaf,2,4,1,2019-03,0,0,0
jreback,ocehugo,3,7,1,2016-07,0,0,0
jreback,ocschwar,20,15,2,2017-04,0,0,0
jreback,ogiaquino,15,16,2,2013-06,0,0,0
jreback,ogrisel,36,25,2,2015-05,3,0,8
jreback,ogrisel,3,6,1,2017-11,0,0,0
jreback,ohadle,2,3,1,2013-10,0,0,0
jreback,ohadle,0,3,1,2015-12,0,0,0
jreback,ohadle,1,2,1,2016-04,0,0,0
jreback,ohadle,1,2,1,2017-02,0,0,0
jreback,ohiobicyclist,0,3,1,2017-05,0,0,0
jreback,ojdo,4,10,1,2014-08,0,0,4
jreback,ojh,4,4,1,2013-10,0,0,0
jreback,oleksandr-pavlyk,3,5,1,2017-10,0,0,1
jreback,olevold,8,8,1,2017-11,0,0,0
jreback,olgabot,36,33,5,2013-12,1,0,2
jreback,olgabot,8,11,3,2015-04,1,0,2
jreback,olgabot,30,12,1,2015-08,0,0,0
jreback,omtinez,3,5,1,2015-01,0,0,0
jreback,omytea,1,3,1,2017-09,0,0,0
jreback,omytea,3,4,1,2017-11,0,0,0
jreback,onesandzeroes,4,6,1,2014-04,0,0,2
jreback,onesandzeroes,4,6,1,2014-05,0,0,2
jreback,onesandzeroes,1,7,3,2014-06,1,0,0
jreback,onesandzeroes,17,17,3,2014-07,0,0,6
jreback,onesandzeroes,8,12,2,2014-08,0,0,1
jreback,onesandzeroes,7,18,6,2014-09,1,0,2
jreback,onesandzeroes,2,10,4,2014-10,0,0,0
jreback,onesandzeroes,10,20,5,2014-11,0,0,5
jreback,onesandzeroes,0,3,1,2014-12,0,0,0
jreback,onesandzeroes,0,3,1,2015-03,0,0,0
jreback,onesandzeroes,1,3,1,2015-05,0,0,0
jreback,onesandzeroes,1,2,1,2015-06,0,0,0
jreback,onesandzeroes,1,4,1,2016-03,0,0,1
jreback,onesandzeroes,2,3,1,2016-06,0,0,0
jreback,onnoeberhard,2,3,1,2018-04,0,0,2
jreback,onnoeberhard,1,3,1,2018-05,0,0,0
jreback,orivej,0,3,1,2016-12,0,0,0
jreback,oscar6echo,3,4,1,2015-10,0,0,0
jreback,osdnk,1,2,1,2018-10,0,0,0
jreback,otro-mas1,1,2,1,2019-03,0,0,0
jreback,ovz,10,8,1,2014-10,0,0,0
jreback,owlas,6,7,1,2016-11,0,0,2
jreback,oxhaowang,1,2,1,2017-05,0,0,0
jreback,ozak,3,5,1,2014-03,0,0,0
jreback,ozak,6,7,1,2016-08,0,0,0
jreback,ozak,16,10,1,2017-03,0,0,1
jreback,ozhogin,1,3,1,2014-10,0,0,0
jreback,p-himik,6,10,2,2017-02,2,0,0
jreback,p-himik,8,7,1,2017-05,0,0,0
jreback,p-himik,1,2,1,2017-07,0,0,0
jreback,pag,0,2,1,2012-11,0,0,0
jreback,pag,3,4,1,2015-10,0,0,0
jreback,pag,1,2,1,2016-02,0,0,0
jreback,pajachiet,0,4,1,2018-07,0,0,0
jreback,pajachiet,4,5,1,2018-11,0,0,0
jreback,palewire,21,20,3,2016-12,0,0,5
jreback,palewire,4,7,1,2017-02,0,0,0
jreback,palewire,20,16,2,2018-09,0,0,0
jreback,pallav-fdsi,0,2,1,2014-10,0,0,0
jreback,pallih,2,3,1,2018-09,0,0,0
jreback,pambot,0,2,1,2017-07,0,0,0
jreback,pambot,1,2,1,2018-09,0,0,0
jreback,pambot,3,15,6,2018-10,0,0,0
jreback,pan0ramic,1,3,1,2016-08,0,0,1
jreback,pankajp,1,2,1,2016-12,0,0,0
jreback,pankajp,0,4,1,2017-05,0,0,0
jreback,paolini,6,6,1,2015-04,0,0,0
jreback,par2,2,3,1,2016-05,0,0,0
jreback,parisni,15,9,1,2017-04,0,0,0
jreback,parkus,1,2,1,2015-07,0,0,0
jreback,parsleyt,3,4,1,2015-11,0,0,0
jreback,parsleyt,22,12,1,2015-12,0,0,2
jreback,parthea,0,2,1,2015-08,0,0,0
jreback,parthea,150,75,8,2015-09,0,0,28
jreback,parthea,16,25,6,2015-10,0,0,9
jreback,parthea,22,13,1,2016-01,1,1,0
jreback,parthea,16,13,1,2016-03,4,0,8
jreback,parthea,16,12,1,2016-05,0,0,0
jreback,parthea,0,3,1,2016-06,0,0,0
jreback,parthea,4,9,3,2016-07,0,0,0
jreback,parthea,44,37,3,2016-08,6,0,9
jreback,parthea,31,24,5,2016-09,0,0,2
jreback,parthea,1,2,1,2016-10,0,0,0
jreback,parthea,0,5,2,2016-11,0,0,0
jreback,parthea,3,6,2,2017-02,0,0,1
jreback,pascal-schetelat,2,3,1,2014-03,0,0,0
jreback,patniharshit,2,5,2,2016-12,0,0,0
jreback,patniharshit,2,3,1,2017-02,0,0,0
jreback,patrick-russell,6,13,1,2014-05,0,0,6
jreback,patrickhoebeke,2,3,1,2014-03,0,0,0
jreback,patricksurry,9,10,1,2014-04,1,0,3
jreback,patricksurry,2,3,1,2014-05,0,0,0
jreback,patricksurry,4,5,1,2016-04,0,0,0
jreback,patricktokeeffe,0,6,3,2013-10,0,0,0
jreback,patricktokeeffe,1,3,1,2013-11,0,0,0
jreback,patricktokeeffe,10,12,2,2014-01,0,0,0
jreback,patricktokeeffe,2,4,1,2014-02,0,0,0
jreback,patricktokeeffe,23,13,1,2014-09,0,0,3
jreback,patricktokeeffe,22,18,2,2015-08,0,0,8
jreback,paul-lilley,2,4,1,2018-07,0,0,2
jreback,paul-mannino,0,2,1,2016-09,0,0,0
jreback,paul-mannino,1,2,1,2016-10,0,0,0
jreback,paul-mannino,1,3,1,2018-01,0,0,0
jreback,paul-mannino,1,3,1,2018-04,0,0,0
jreback,paul-reiners,1,2,1,2016-02,0,0,0
jreback,paul-reiners,4,5,1,2016-03,0,0,0
jreback,paulgueltekin,4,4,1,2016-07,0,0,0
jreback,paulgueltekin,4,6,2,2016-08,0,0,0
jreback,paulperry,4,7,1,2016-05,0,0,0
jreback,paulproteus,6,8,1,2012-12,0,0,0
jreback,paulwasit,6,5,1,2016-11,0,0,0
jreback,pbbarnard,0,2,1,2015-06,0,0,0
jreback,pblelloch,1,5,1,2013-05,0,0,1
jreback,pcluo,1,2,1,2017-03,0,0,1
jreback,pcluo,6,8,2,2017-05,0,0,0
jreback,pdiffley,1,2,1,2015-02,0,0,0
jreback,pdpark,3,5,1,2017-12,0,0,1
jreback,pdpark,16,20,4,2018-01,0,0,1
jreback,pdpark,4,5,1,2018-06,0,0,0
jreback,pdpark,2,4,2,2018-08,0,0,0
jreback,pdpark,1,2,1,2018-10,0,0,0
jreback,peacing,1,2,1,2018-02,0,0,0
jreback,pedrobraz1990,6,7,1,2016-06,0,0,0
jreback,pekaalto,1,4,1,2015-07,0,0,1
jreback,pekaalto,2,4,1,2015-08,0,0,0
jreback,pekaalto,1,2,1,2015-11,0,0,0
jreback,pekaalto,5,7,1,2015-12,0,0,0
jreback,pelodelfuego,0,2,1,2016-12,0,0,0
jreback,pep8speaks,31,113,36,2017-07,2,0,8
jreback,pep8speaks,13,72,23,2017-08,1,0,4
jreback,pep8speaks,19,88,29,2017-09,0,0,12
jreback,pep8speaks,13,71,18,2017-10,2,0,11
jreback,pep8speaks,14,111,27,2017-11,2,0,13
jreback,pep8speaks,20,110,41,2017-12,1,0,12
jreback,pep8speaks,12,74,21,2018-01,3,0,10
jreback,pep8speaks,13,85,27,2018-02,1,0,10
jreback,pep8speaks,8,70,27,2018-03,0,0,6
jreback,pep8speaks,9,53,19,2018-04,2,0,8
jreback,pep8speaks,2,33,13,2018-05,1,0,1
jreback,pep8speaks,15,77,30,2018-06,0,0,6
jreback,pep8speaks,17,98,32,2018-07,1,0,8
jreback,pep8speaks,8,70,25,2018-08,1,0,4
jreback,pep8speaks,74,224,84,2018-09,8,0,0
jreback,pep8speaks,136,426,152,2018-10,10,2,0
jreback,pep8speaks,153,442,159,2018-11,19,1,6
jreback,pep8speaks,83,265,91,2018-12,3,0,7
jreback,pep8speaks,11,58,20,2019-01,1,0,6
jreback,pep8speaks,9,89,31,2019-02,1,0,9
jreback,pep8speaks,11,87,21,2019-03,0,0,10
jreback,pep8speaks,0,5,2,2019-04,0,0,0
jreback,pepicello,0,4,1,2017-05,0,0,0
jreback,perryvais,2,3,1,2016-05,0,0,0
jreback,perryvais,2,4,1,2016-07,0,0,2
jreback,petehuang,5,20,10,2016-12,0,0,1
jreback,peterfine,2,3,1,2015-09,0,0,2
jreback,peterpanmj,1,2,1,2015-12,0,0,0
jreback,peterpanmj,0,2,1,2017-09,0,0,0
jreback,peterpanmj,1,2,1,2018-02,0,0,0
jreback,peterpanmj,15,8,1,2018-03,0,0,0
jreback,peterpanmj,1,2,1,2018-04,0,0,0
jreback,peterpanmj,4,6,1,2018-06,0,0,2
jreback,peterpanmj,1,3,1,2018-07,0,0,0
jreback,peterpanmj,1,2,1,2018-08,0,0,0
jreback,peterpanmj,6,6,1,2018-09,0,0,0
jreback,peterpanmj,0,2,1,2018-10,0,0,0
jreback,peterpanmj,1,2,1,2018-11,0,0,0
jreback,peterpanmj,2,3,1,2019-03,0,0,0
jreback,petioptrv,3,9,3,2017-03,0,0,1
jreback,pfigliozzi,0,2,1,2017-01,0,0,0
jreback,pfrcks,78,58,9,2016-05,0,0,2
jreback,pfrcks,16,11,2,2016-09,0,0,0
jreback,pfrcks,1,2,1,2016-11,0,0,0
jreback,pganssle,2,4,1,2016-03,0,0,0
jreback,pganssle,8,7,1,2016-04,0,0,0
jreback,pganssle,12,13,1,2016-05,3,0,6
jreback,pganssle,1,2,1,2016-06,0,0,0
jreback,pganssle,39,26,2,2016-11,9,1,4
jreback,pganssle,2,4,1,2017-02,0,0,2
jreback,pganssle,34,18,1,2017-11,6,2,4
jreback,pganssle,12,19,4,2017-12,0,0,1
jreback,pganssle,2,4,1,2018-01,0,0,1
jreback,pganssle,22,17,3,2018-03,1,0,2
jreback,pganssle,3,7,1,2018-04,0,0,0
jreback,pganssle,0,3,1,2018-06,0,0,0
jreback,pganssle,3,4,1,2018-08,0,0,0
jreback,pganssle,2,4,1,2018-09,0,0,0
jreback,pganssle,3,4,1,2018-12,0,0,3
jreback,pgryko,2,3,1,2015-08,0,0,0
jreback,phaebz,28,16,1,2013-11,2,0,1
jreback,phaebz,15,15,3,2014-02,0,0,0
jreback,phaefele,0,3,1,2015-03,0,0,0
jreback,phaethon,1,4,1,2015-10,0,0,0
jreback,phil20686,14,12,1,2016-02,3,0,6
jreback,phil20686,5,7,2,2016-04,0,0,0
jreback,philipperemy,1,2,1,2017-11,0,0,0
jreback,philippschw,0,2,1,2017-12,0,0,0
jreback,phobson,38,26,2,2013-06,0,0,0
jreback,phobson,2,5,1,2013-08,0,0,0
jreback,phobson,1,4,1,2013-12,0,0,1
jreback,phobson,5,6,1,2014-04,0,0,0
jreback,phobson,1,3,1,2014-07,0,0,0
jreback,pichonz,1,2,1,2013-03,0,0,0
jreback,pichonz,21,12,1,2013-04,0,0,0
jreback,pichonz,1,2,1,2013-10,0,0,0
jreback,pichonz,3,7,1,2014-01,0,0,0
jreback,pierre-haessig,0,4,1,2017-06,0,0,0
jreback,pierremoulinier,0,2,1,2019-03,0,0,0
jreback,pijucha,63,44,5,2016-05,1,0,9
jreback,pijucha,45,29,4,2016-06,2,0,4
jreback,pijucha,125,56,8,2016-07,5,0,5
jreback,pijucha,17,11,1,2016-08,0,0,2
jreback,pijucha,3,6,2,2016-09,0,0,0
jreback,pijucha,20,15,2,2016-11,0,0,1
jreback,pikeas,1,2,1,2012-12,0,0,0
jreback,pinakibose,2,5,1,2019-01,0,0,0
jreback,piotrjurkiewicz,0,2,1,2018-12,0,0,0
jreback,pirius,1,3,1,2018-01,0,0,0
jreback,pitrou,2,3,1,2017-03,0,0,0
jreback,pitrou,4,9,2,2017-10,1,0,0
jreback,pitrou,1,2,1,2018-11,0,0,0
jreback,pitrou,3,5,1,2019-01,0,0,0
jreback,pjanowski,0,2,1,2015-07,0,0,0
jreback,pjcpjc,1,2,1,2016-01,0,0,1
jreback,pjcpjc,0,2,1,2018-01,0,0,0
jreback,pkch,0,3,1,2016-02,0,0,0
jreback,pkch,0,2,1,2016-07,0,0,0
jreback,pkch,1,2,1,2016-08,0,0,1
jreback,pkch,11,12,3,2016-09,0,0,0
jreback,pkch,0,3,1,2018-12,0,0,0
jreback,pkch,1,2,1,2019-01,0,0,0
jreback,pmart123,2,4,1,2015-08,0,0,0
jreback,pmorissette,4,9,1,2014-04,4,0,0
jreback,pmuller,1,3,1,2017-12,0,0,1
jreback,podshumok,4,6,2,2014-06,0,0,0
jreback,podshumok,17,20,2,2014-07,2,0,1
jreback,polidore,1,2,1,2019-01,0,0,0
jreback,pondycrane,0,2,1,2014-10,0,0,0
jreback,ponomarevvl90,1,2,1,2016-08,0,0,0
jreback,postelrich,14,12,1,2016-09,2,4,0
jreback,postelrich,1,2,1,2018-03,0,0,0
jreback,poswald,0,2,1,2013-05,0,0,0
jreback,potash,6,5,1,2015-12,0,0,0
jreback,potash,6,8,1,2016-08,1,0,2
jreback,pouliosk,0,5,1,2016-09,0,0,0
jreback,ppallesen,0,2,1,2018-07,0,0,0
jreback,pprett,4,7,1,2013-01,1,0,1
jreback,pprett,0,2,1,2013-02,0,0,0
jreback,prabhatM,0,2,1,2017-06,0,0,0
jreback,pranavsuri,0,2,1,2018-04,0,0,0
jreback,pratapvardhan,12,9,1,2015-09,0,0,0
jreback,pratapvardhan,2,3,1,2017-08,0,0,0
jreback,pratapvardhan,7,13,5,2017-09,0,0,1
jreback,pratapvardhan,2,3,1,2018-01,0,0,0
jreback,pratapvardhan,1,2,1,2018-07,0,0,0
jreback,prcastro,2,4,1,2017-06,0,0,0
jreback,prcastro,8,8,1,2017-08,0,0,0
jreback,prebenbang,3,5,1,2015-01,0,0,0
jreback,preddy5,2,4,1,2015-09,0,1,0
jreback,preddy5,2,3,1,2015-10,0,0,0
jreback,preddy5,1,2,1,2017-05,0,0,0
jreback,priya-gitTest,12,13,1,2018-03,0,0,0
jreback,priyankjain,1,3,1,2016-06,0,0,0
jreback,proinsias,13,16,5,2015-12,0,0,0
jreback,proinsias,9,6,1,2016-01,0,0,0
jreback,proinsias,4,6,2,2017-11,0,0,0
jreback,pronojitsaha,9,7,1,2015-08,0,0,0
jreback,prossahl,18,21,4,2013-08,0,0,1
jreback,prossahl,5,9,2,2013-10,0,0,0
jreback,prudhv16,1,3,1,2017-10,0,0,1
jreback,pseth,1,3,1,2017-03,0,0,0
jreback,psomhorst,3,4,1,2016-02,0,0,0
jreback,pstjohn,1,2,1,2017-10,0,0,0
jreback,psychemedia,2,3,1,2014-04,0,0,0
jreback,psychemedia,0,3,1,2014-10,0,0,0
jreback,pt247,1,3,1,2016-03,0,0,0
jreback,ptomask,2,3,1,2016-02,0,0,0
jreback,pulkitmaloo,1,4,2,2018-04,0,0,0
jreback,pulkitmaloo,1,2,1,2018-09,0,0,0
jreback,puneethmishra,8,7,1,2017-01,0,0,0
jreback,punzalan,1,3,1,2017-11,0,0,0
jreback,puterleat,3,5,1,2014-05,0,0,0
jreback,pv,4,5,1,2015-09,0,0,0
jreback,pv,6,11,2,2015-11,0,0,0
jreback,pv,2,3,1,2016-03,0,0,0
jreback,pv,8,6,1,2016-04,0,0,0
jreback,pv,1,3,1,2017-01,0,0,1
jreback,pvanmulbregt,1,2,1,2018-07,0,0,0
jreback,pvomelveny,1,5,2,2017-05,0,0,0
jreback,pwaller,6,8,2,2016-01,0,0,0
jreback,pwaller,13,15,3,2016-03,0,0,0
jreback,pwaller,16,11,1,2016-04,2,0,0
jreback,pwaller,4,4,1,2016-05,0,0,0
jreback,pwaller,0,3,1,2016-10,0,0,0
jreback,pwaller,2,3,1,2017-05,0,0,0
jreback,pwalsh,0,3,1,2016-10,0,0,0
jreback,pwalsh,4,6,2,2016-12,0,0,1
jreback,pybokeh,2,4,1,2014-12,0,0,0
jreback,pybokeh,6,6,1,2015-03,2,0,6
jreback,pylang,0,2,1,2016-05,0,0,0
jreback,pylang,2,3,1,2016-07,0,0,0
jreback,pylang,2,4,1,2017-01,0,0,1
jreback,pyryjook,3,4,1,2018-06,0,0,0
jreback,pyscripter,14,9,1,2018-03,0,0,0
jreback,pythonator,0,2,1,2014-01,0,0,0
jreback,pzajec,0,4,1,2017-10,0,0,0
jreback,pzakielarz,0,4,1,2014-05,0,0,0
jreback,pzakielarz,1,2,1,2017-12,0,0,0
jreback,qAp,0,9,1,2017-02,7,0,0
jreback,qg0,1,2,1,2017-04,0,0,0
jreback,qiaobz,4,5,1,2017-12,0,0,0
jreback,qiaoqiaozhu,2,3,1,2018-02,0,0,0
jreback,qirenjie2011,6,6,1,2018-04,0,0,0
jreback,qiyangduan,2,3,1,2015-09,0,0,0
jreback,qpleple,1,3,1,2014-09,0,0,0
jreback,quaintm,2,3,1,2013-09,0,0,0
jreback,quantstud,1,3,1,2015-06,0,0,1
jreback,quasiben,0,7,1,2014-05,0,0,0
jreback,qucrazy,6,6,1,2015-11,0,0,0
jreback,queise,1,3,1,2016-03,0,0,0
jreback,quicknir,61,25,2,2015-01,5,0,31
jreback,quicknir,2,3,1,2015-07,0,0,2
jreback,quintusdias,1,2,1,2016-04,0,0,0
jreback,quintusdias,9,6,1,2016-05,0,0,0
jreback,qwhelan,38,16,1,2013-06,0,0,3
jreback,qwhelan,3,5,1,2013-07,0,0,1
jreback,qwhelan,0,3,1,2013-09,1,0,0
jreback,qwhelan,20,9,1,2013-10,0,0,0
jreback,qwhelan,43,27,3,2014-02,0,0,2
jreback,qwhelan,4,8,2,2014-03,0,0,0
jreback,qwhelan,4,6,1,2014-07,0,0,2
jreback,qwhelan,15,15,2,2014-12,0,0,6
jreback,qwhelan,5,6,1,2015-01,0,0,1
jreback,qwhelan,5,6,1,2015-03,0,0,0
jreback,qwhelan,0,2,1,2015-04,0,0,0
jreback,qwhelan,0,2,1,2015-05,0,0,0
jreback,qwhelan,2,4,1,2015-07,0,0,0
jreback,qwhelan,23,25,4,2015-08,4,0,5
jreback,qwhelan,26,13,1,2015-09,1,1,0
jreback,qwhelan,7,13,3,2018-11,0,0,3
jreback,qwhelan,15,20,5,2018-12,0,0,6
jreback,qwhelan,24,43,11,2019-01,0,0,1
jreback,qwhelan,2,5,2,2019-02,0,0,0
jreback,qwhelan,0,2,1,2019-03,0,0,0
jreback,r-b-g-b,2,4,1,2013-12,0,0,0
jreback,r-b-g-b,0,2,1,2014-02,0,0,0
jreback,r-b-g-b,15,11,1,2014-03,0,0,3
jreback,r00ta,2,3,1,2018-06,0,0,0
jreback,rabernat,16,10,1,2015-09,0,0,1
jreback,rabernat,4,8,1,2016-05,0,0,0
jreback,raderaj,4,8,2,2016-03,0,0,0
jreback,radewagen,1,3,1,2017-11,0,0,1
jreback,rafaljozefowicz,2,5,1,2012-12,0,0,0
jreback,rafaljozefowicz,1,2,1,2013-01,0,0,0
jreback,rafaljozefowicz,3,5,1,2013-04,0,0,1
jreback,rafaljozefowicz,0,2,1,2014-02,0,0,0
jreback,raguiar2,2,3,1,2018-07,0,0,0
jreback,rahulporuri,2,3,1,2016-10,0,0,0
jreback,rahulporuri,0,3,1,2016-12,0,0,0
jreback,raivivek,1,4,1,2015-11,0,0,1
jreback,rajibmitra,10,9,2,2019-01,0,0,0
jreback,ralienpp,1,2,1,2017-02,0,0,0
jreback,ramhiser,6,6,1,2014-04,0,0,0
jreback,raminfp,6,12,1,2017-08,0,0,0
jreback,rampeer,0,6,1,2016-12,3,0,0
jreback,ranchotexicana,7,10,1,2014-08,0,0,0
jreback,randomgambit,1,2,1,2016-02,0,0,0
jreback,randomgambit,96,58,6,2016-04,7,0,8
jreback,randomgambit,18,18,2,2016-05,6,0,5
jreback,randomgambit,0,4,1,2016-06,0,0,0
jreback,randomgambit,6,8,2,2016-07,0,0,0
jreback,randomgambit,0,3,1,2016-08,0,0,0
jreback,randomgambit,17,12,2,2016-09,0,0,0
jreback,randomgambit,5,9,2,2017-02,0,0,1
jreback,randomgambit,4,4,1,2017-03,0,0,0
jreback,randomgambit,1,3,1,2017-06,0,0,0
jreback,randomgambit,6,8,1,2017-07,0,0,0
jreback,randomgambit,1,2,1,2017-08,0,0,0
jreback,randomgambit,1,5,1,2018-02,0,0,1
jreback,randomgambit,4,5,1,2018-03,0,0,4
jreback,randomgambit,2,4,1,2018-11,0,0,0
jreback,randyzwitch,3,5,1,2013-05,0,0,0
jreback,randyzwitch,5,7,1,2013-06,1,0,1
jreback,ravimakhija,0,2,1,2017-12,0,0,0
jreback,ravinimmi,7,17,3,2016-06,0,0,0
jreback,rbakhru,3,9,2,2013-07,0,0,1
jreback,rbenes,6,6,1,2019-01,0,0,0
jreback,rbenes,8,9,1,2019-03,2,0,2
jreback,rbiswas4,0,3,1,2016-02,0,0,0
jreback,rbiswas4,0,2,1,2017-04,0,0,0
jreback,rbu,1,2,1,2018-01,0,0,0
jreback,rcarneva,0,2,1,2013-11,0,0,0
jreback,rcarneva,10,13,2,2016-01,0,0,3
jreback,rcarneva,0,3,1,2016-12,0,0,0
jreback,rcompton,1,2,1,2014-06,0,1,0
jreback,rcompton,0,2,1,2016-02,0,0,0
jreback,rcyeh,0,3,1,2016-08,0,0,0
jreback,rdmontgomery,8,6,1,2018-11,0,0,0
jreback,rdooley,7,7,1,2014-04,0,0,1
jreback,rea725,0,3,1,2017-11,0,0,0
jreback,readyready15728,3,5,1,2018-03,0,0,0
jreback,realead,3,5,2,2018-07,0,0,0
jreback,realead,11,14,3,2018-08,0,0,1
jreback,realead,6,5,1,2018-09,0,0,0
jreback,redsum,2,3,1,2016-11,0,0,0
jreback,refp16,6,6,1,2014-06,0,0,0
jreback,reidmcy,1,2,1,2015-10,0,0,0
jreback,reidy-p,2,6,3,2017-10,0,0,0
jreback,reidy-p,10,20,5,2017-11,1,0,0
jreback,reidy-p,3,7,2,2017-12,0,0,1
jreback,reidy-p,8,17,5,2018-01,0,0,1
jreback,reidy-p,2,4,1,2018-02,0,0,0
jreback,reidy-p,9,13,4,2018-03,0,0,0
jreback,reidy-p,0,3,1,2018-04,0,0,0
jreback,reidy-p,1,2,1,2018-06,0,0,1
jreback,reidy-p,6,5,1,2018-07,0,0,0
jreback,reidy-p,2,3,1,2018-09,0,0,0
jreback,reidy-p,2,4,1,2018-10,0,0,1
jreback,reidy-p,1,2,1,2018-12,0,0,0
jreback,reidy-p,2,10,2,2019-01,0,0,0
jreback,reidy-p,1,2,1,2019-02,0,0,0
jreback,reidy-p,0,2,1,2019-03,0,0,0
jreback,rekado,0,3,1,2017-10,0,0,0
jreback,rekcahpassyla,9,19,4,2015-05,2,0,2
jreback,rekcahpassyla,11,17,4,2015-06,0,0,0
jreback,rekcahpassyla,4,11,2,2015-10,1,0,1
jreback,rekcahpassyla,1,2,1,2016-01,0,0,0
jreback,relativistic,0,3,1,2016-03,0,0,0
jreback,relativistic,1,2,1,2016-12,0,0,0
jreback,relonger,0,2,1,2017-11,0,0,0
jreback,remiremi,2,4,1,2015-04,0,0,0
jreback,remiremi,9,8,1,2015-08,1,0,0
jreback,reportgunner,0,3,1,2019-02,0,0,0
jreback,reubano,8,7,1,2013-06,0,0,0
jreback,rf987,1,2,1,2017-12,0,0,1
jreback,rforgione,3,6,2,2016-09,0,0,2
jreback,rforgione,7,8,1,2016-12,1,0,1
jreback,rgbkrk,2,5,1,2016-10,0,0,0
jreback,rgbkrk,1,7,2,2016-12,0,0,1
jreback,rgbkrk,3,4,1,2017-03,0,0,0
jreback,rgbkrk,6,9,2,2017-04,0,0,0
jreback,rgieseke,1,2,1,2016-08,0,0,0
jreback,rgieseke,1,2,1,2017-12,0,0,0
jreback,rgommers,1,2,1,2015-10,0,0,0
jreback,rgommers,2,3,1,2018-11,0,0,0
jreback,rgommers,0,4,1,2019-02,0,0,0
jreback,rgommers,5,7,1,2019-03,0,0,0
jreback,rhansen,7,10,1,2015-05,1,0,2
