name1,name2,date,consist_rate,inconsist_rate,pos_consist_rate,neg_consist_rate,score1,score2,consist_cnt,inconsist_cnt,pos_consist_cnt,neg_consist_cnt,issue_cnt,cmt_cnt
BenCidPerez,Mugen87,2018-01-08,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,2
BenCidPerez,WestLangley,2016-07-25,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,2
BenCidPerez,mrdoob,2016-06-27,0.17,0.17,0.17,0.0,1.0,0.5,1,1,1,0,1,5
BenCidPerez,mrdoob,2016-07-25,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,2
BenCidPerez,mrdoob,2016-08-01,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0,1,2
BenCidPerez,pontiffpublishing,2016-06-27,0.0,0.33,0.0,0.0,1.0,0.0,0,1,0,0,1,4
BenediktS,Usnul,2015-02-09,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,2
BenediktS,repsac,2015-02-02,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,4
Benjamin-Dobell,Mugen87,2017-01-23,0.75,0.0,0.0,0.0,1.0,1.0,6,0,0,0,1,6
Benjamin-Dobell,Nimja,2017-01-30,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
Benjamin-Dobell,WestLangley,2017-01-23,0.6,0.0,0.0,0.0,1.0,0.6,6,0,0,0,1,7
Benjamin-Dobell,WestLangley,2017-01-30,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
Benjamin-Dobell,ikerr,2017-01-23,0.25,0.0,0.0,0.0,1.0,0.25,2,0,0,0,1,6
Benjamin-Dobell,lojjic,2016-10-31,0.59,0.06,0.0,0.59,0.41,0.0,10,1,0,10,1,18
Benjamin-Dobell,lojjic,2017-01-30,0.17,0.17,0.0,0.17,0.6699999999999999,0.5,1,1,0,1,1,5
