name1,name2,period,consist_rate,inconsist_rate,pos_consist_rate,neg_consist_rate,score1,score2,consist_cnt,inconsist_cnt,pos_consist_cnt,neg_consist_cnt,issue_cnt,cmt_cnt
Antezedens,stanley-cheung,20171,1.0,0.0,0.0,0.0,1.0,1.0,3,0,0,0,1,4
Antezedens,wolftankk,20171,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
AnthonyLimo,murgatroid99,20180,1.0,0.0,0.0,0.0,1.0,1.0,5,0,0,0,1,6
AnthonyLimo,tewrisFront,20180,0.86,0.0,0.0,0.0,1.0,1.0,6,0,0,0,1,8
Anton1123,rmstar,20190,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
AntonQubecinema,dcow,20181,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,2
AntonQubecinema,jtattermusch,20181,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,2
AntonQubecinema,thelinuxfoundation,20181,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0,1,2
Arkq,googlebot,20150,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,3
Arun-KumarH,dcodeIO,20170,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
Arun-KumarH,grpc-kokoro,20170,1.0,0.0,0.0,0.0,1.0,1.0,5,0,0,0,1,6
Arun-KumarH,murgatroid99,20170,0.5933333333333334,0.0,0.0,0.0,1.0,0.9266666666666667,13,0,0,0,3,17
Arun-KumarH,nicolasnoble,20170,1.0,0.0,0.0,0.0,1.0,1.0,2,0,0,0,1,3
Arun-KumarH,paralin,20170,0.8,0.0,0.0,0.0,1.0,0.9,7,0,0,0,2,10
Arun-KumarH,vanthome,20170,1.0,0.0,0.0,0.0,1.0,1.0,2,0,0,0,1,3
Asara,blerest,20170,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,2
Asara,cyberflohr,20170,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,2
Asara,jboeuf,20170,0.67,0.0,0.0,0.0,1.0,1.0,4,0,0,0,1,7
Asara,jtattermusch,20170,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
Asara,murgatroid99,20170,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
Asara,sackio,20170,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,2
AshutoshNasikkar,ctiller,20151,0.5,0.0,0.0,0.0,1.0,1.0,3,0,0,0,1,5
AshutoshNasikkar,nathanielmanistaatgoogle,20151,0.25,0.25,0.0,0.0,1.0,0.5,1,1,0,0,1,4
AshutoshNasikkar,shuowusc,20151,0.5,0.0,0.33,0.0,1.0,1.0,3,0,2,0,1,5
AspirinSJL,UsmannK,20181,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
AspirinSJL,ZhouyihaiDing,20180,0.875,0.0,0.0,0.0,1.0,0.875,5,0,0,0,2,8
AspirinSJL,ZhouyihaiDing,20181,1.0,0.0,0.0,0.0,1.0,1.0,3,0,0,0,1,4
AspirinSJL,billfeng327,20190,1.0,0.0,0.0,0.0,1.0,1.0,2,0,0,0,1,3
AspirinSJL,c-bb,20171,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
AspirinSJL,camillol,20171,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
AspirinSJL,carl-mastrangelo,20181,0.5,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,3
AspirinSJL,chenbaggio,20190,0.1,0.17,0.0,0.0,0.8,1.0,4,7,0,0,1,13
AspirinSJL,ctiller,20171,0.7925,0.0,0.0,0.1675,0.7075,0.8325,11,0,0,4,4,20
AspirinSJL,deeglaze,20190,0.5,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,3
AspirinSJL,derekmauro,20181,0.75,0.0,0.0,0.0,1.0,1.0,3,0,0,0,1,5
AspirinSJL,dfawley,20181,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0,1,2
AspirinSJL,dgquintas,20171,0.8385714285714286,0.008571428571428572,0.015714285714285715,0.0,0.9142857142857144,1.0,24,1,2,0,7,31
AspirinSJL,dgquintas,20180,0.799090909090909,0.0,0.0,0.0009090909090909091,0.990909090909091,0.9872727272727272,89,0,0,1,11,58
AspirinSJL,dgquintas,20181,0.5614285714285714,0.028571428571428574,0.0,0.0,0.8571428571428571,0.9799999999999999,7,1,0,0,7,25
AspirinSJL,drobertduke,20181,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,2
AspirinSJL,ejona86,20180,0.5,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,3
AspirinSJL,ejona86,20181,0.0,0.7000000000000001,0.0,0.0,1.0,0.3,0,5,0,0,3,11
AspirinSJL,euroelessar,20190,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
AspirinSJL,evildour,20180,1.0,0.0,0.0,0.0,1.0,1.0,2,0,0,0,1,3
AspirinSJL,gaffer-93,20181,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,2
AspirinSJL,georghinkel,20190,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
AspirinSJL,gnossen,20190,0.8,0.0,0.0,0.0,0.8,1.0,8,0,0,0,1,7
AspirinSJL,googlebot,20171,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,3
AspirinSJL,grpc-kokoro,20171,0.7999999999999999,0.0,0.0,0.0,0.9,1.0,221,0,0,0,8,107
AspirinSJL,grpc-testing,20171,0.7946153846153846,0.0,0.0,0.0,0.8846153846153846,1.0,99,0,0,0,13,134
AspirinSJL,grpc-testing,20180,0.6933333333333334,0.0,0.0,0.0,0.9638461538461539,1.0,692,0,0,0,39,526
AspirinSJL,grpc-testing,20181,0.7410714285714286,0.0,0.0,0.0,0.9525,1.0,625,0,0,0,56,648
AspirinSJL,guantaol,20181,0.5,0.0,0.0,0.0,1.0,1.0,2,0,0,0,1,4
AspirinSJL,hacst,20181,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,2
AspirinSJL,hcaseyal,20180,1.0,0.0,0.0,0.0,1.0,1.0,2,0,0,0,1,3
AspirinSJL,hcaseyal,20181,0.8325,0.0,0.0,0.0,0.9175,1.0,6,0,0,0,4,12
AspirinSJL,hcaseyal,20190,0.645,0.0,0.0,0.0,1.0,1.0,3,0,0,0,2,10
AspirinSJL,irinakhismatullina,20181,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
AspirinSJL,jhaals,20190,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
AspirinSJL,jiangtaoli2016,20180,1.0,0.0,0.0,0.0,1.0,1.0,2,0,0,0,1,3
AspirinSJL,josephharrington,20181,0.5,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,3
AspirinSJL,jtattermusch,20171,0.7133333333333334,0.0,0.0,0.04666666666666667,0.6666666666666666,0.9533333333333333,7,0,0,1,3,16
AspirinSJL,jtattermusch,20180,0.7536842105263158,0.00736842105263158,0.0,0.002631578947368421,0.9505263157894738,0.9721052631578947,442,7,0,2,19,155
AspirinSJL,jtattermusch,20181,0.7641666666666667,0.041666666666666664,0.0033333333333333335,0.0,0.9166666666666666,0.9166666666666666,32,1,1,0,12,41
